binner	BinScore	avg_counts	dataset
concoct_semibin2_metabat	>0.7	5.05555555555556	Human_gut
concoct_semibin2_metabat	>0.8	8	Human_gut
concoct_semibin2_metabat	>0.9	44.75	Human_gut
concoct_semibin2_metabat	>=0.5	5.1	Human_gut
concoct_semibin2_metabat_binny	<0.5	79.7	Human_gut
concoct_semibin2_metabat_binny	>0.6	5.05263157894737	Human_gut
concoct_semibin2_metabat_binny	>0.7	6.47368421052632	Human_gut
concoct_semibin2_metabat_binny	>0.8	10.95	Human_gut
concoct_semibin2_metabat_binny	>0.9	74.05	Human_gut
concoct_semibin2_metabat_binny	>=0.5	6.4	Human_gut
concoct_semibin2_metabat_binny_comebin	<0.5	118.9	Human_gut
concoct_semibin2_metabat_binny_comebin	>0.6	7.36842105263158	Human_gut
concoct_semibin2_metabat_binny_comebin	>0.7	8.42105263157895	Human_gut
concoct_semibin2_metabat_binny_comebin	>0.8	13.4	Human_gut
concoct_semibin2_metabat_binny_comebin	>0.9	104.15	Human_gut
concoct_semibin2_metabat_binny_comebin	>=0.5	9.75	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin	<0.5	145.8	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin	>0.6	9.31578947368421	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin	>0.7	9.68421052631579	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin	>0.8	15.65	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin	>0.9	115.15	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin	>=0.5	11.7	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin_metabinner	<0.5	152.85	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin_metabinner	>0.6	10.4736842105263	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin_metabinner	>0.7	11.9473684210526	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin_metabinner	>0.8	18.95	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin_metabinner	>0.9	141.7	Human_gut
concoct_semibin2_metabat_binny_comebin_maxbin_metabinner	>=0.5	13.3	Human_gut
concoct_semibin2_metabat_binny_comebin_metabinner	<0.5	125.95	Human_gut
concoct_semibin2_metabat_binny_comebin_metabinner	>0.6	8.52631578947368	Human_gut
concoct_semibin2_metabat_binny_comebin_metabinner	>0.7	10.6842105263158	Human_gut
concoct_semibin2_metabat_binny_comebin_metabinner	>0.8	16.7	Human_gut
concoct_semibin2_metabat_binny_comebin_metabinner	>0.9	130.7	Human_gut
concoct_semibin2_metabat_binny_comebin_metabinner	>=0.5	11.35	Human_gut
concoct_semibin2_metabat_binny_maxbin	<0.5	106.6	Human_gut
concoct_semibin2_metabat_binny_maxbin	>0.6	7	Human_gut
concoct_semibin2_metabat_binny_maxbin	>0.7	7.73684210526316	Human_gut
concoct_semibin2_metabat_binny_maxbin	>0.8	13.2	Human_gut
concoct_semibin2_metabat_binny_maxbin	>0.9	85.05	Human_gut
concoct_semibin2_metabat_binny_maxbin	>=0.5	8.35	Human_gut
concoct_semibin2_metabat_binny_maxbin_metabinner	<0.5	113.65	Human_gut
concoct_semibin2_metabat_binny_maxbin_metabinner	>0.6	8.1578947368421	Human_gut
concoct_semibin2_metabat_binny_maxbin_metabinner	>0.7	10	Human_gut
concoct_semibin2_metabat_binny_maxbin_metabinner	>0.8	16.5	Human_gut
concoct_semibin2_metabat_binny_maxbin_metabinner	>0.9	111.6	Human_gut
concoct_semibin2_metabat_binny_maxbin_metabinner	>=0.5	9.95	Human_gut
concoct_semibin2_metabat_binny_metabinner	<0.5	86.75	Human_gut
concoct_semibin2_metabat_binny_metabinner	>0.6	6.21052631578947	Human_gut
concoct_semibin2_metabat_binny_metabinner	>0.7	8.73684210526316	Human_gut
concoct_semibin2_metabat_binny_metabinner	>0.8	14.25	Human_gut
concoct_semibin2_metabat_binny_metabinner	>0.9	100.6	Human_gut
concoct_semibin2_metabat_binny_metabinner	>=0.5	8	Human_gut
concoct_semibin2_metabat_comebin	<0.5	116.1	Human_gut
concoct_semibin2_metabat_comebin	>0.6	6.52631578947368	Human_gut
concoct_semibin2_metabat_comebin	>0.7	6.73684210526316	Human_gut
concoct_semibin2_metabat_comebin	>0.8	10.45	Human_gut
concoct_semibin2_metabat_comebin	>0.9	74.85	Human_gut
concoct_semibin2_metabat_comebin	>=0.5	8.45	Human_gut
concoct_semibin2_metabat_comebin_maxbin	<0.5	143	Human_gut
concoct_semibin2_metabat_comebin_maxbin	>0.6	8.47368421052632	Human_gut
concoct_semibin2_metabat_comebin_maxbin	>0.7	8	Human_gut
concoct_semibin2_metabat_comebin_maxbin	>0.8	12.7	Human_gut
concoct_semibin2_metabat_comebin_maxbin	>0.9	85.85	Human_gut
concoct_semibin2_metabat_comebin_maxbin	>=0.5	10.4	Human_gut
concoct_semibin2_metabat_comebin_maxbin_metabinner	<0.5	150.05	Human_gut
concoct_semibin2_metabat_comebin_maxbin_metabinner	>0.6	9.63157894736842	Human_gut
concoct_semibin2_metabat_comebin_maxbin_metabinner	>0.7	10.2631578947368	Human_gut
concoct_semibin2_metabat_comebin_maxbin_metabinner	>0.8	16	Human_gut
concoct_semibin2_metabat_comebin_maxbin_metabinner	>0.9	112.4	Human_gut
concoct_semibin2_metabat_comebin_maxbin_metabinner	>=0.5	12	Human_gut
concoct_semibin2_metabat_comebin_metabinner	<0.5	123.15	Human_gut
concoct_semibin2_metabat_comebin_metabinner	>0.6	7.68421052631579	Human_gut
concoct_semibin2_metabat_comebin_metabinner	>0.7	9	Human_gut
concoct_semibin2_metabat_comebin_metabinner	>0.8	13.75	Human_gut
concoct_semibin2_metabat_comebin_metabinner	>0.9	101.4	Human_gut
concoct_semibin2_metabat_comebin_metabinner	>=0.5	10.05	Human_gut
concoct_semibin2_metabat_maxbin	<0.5	103.8	Human_gut
concoct_semibin2_metabat_maxbin	>0.6	6.5	Human_gut
concoct_semibin2_metabat_maxbin	>0.7	6.38888888888889	Human_gut
concoct_semibin2_metabat_maxbin	>0.8	10.25	Human_gut
concoct_semibin2_metabat_maxbin	>0.9	55.75	Human_gut
concoct_semibin2_metabat_maxbin	>=0.5	7.05	Human_gut
concoct_semibin2_metabat_maxbin_metabinner	<0.5	110.85	Human_gut
concoct_semibin2_metabat_maxbin_metabinner	>0.6	7.31578947368421	Human_gut
concoct_semibin2_metabat_maxbin_metabinner	>0.7	8.31578947368421	Human_gut
concoct_semibin2_metabat_maxbin_metabinner	>0.8	13.55	Human_gut
concoct_semibin2_metabat_maxbin_metabinner	>0.9	82.3	Human_gut
concoct_semibin2_metabat_maxbin_metabinner	>=0.5	8.65	Human_gut
concoct_semibin2_metabat_metabinner	<0.5	83.95	Human_gut
concoct_semibin2_metabat_metabinner	>0.6	5.36842105263158	Human_gut
concoct_semibin2_metabat_metabinner	>0.7	7.05263157894737	Human_gut
concoct_semibin2_metabat_metabinner	>0.8	11.3	Human_gut
concoct_semibin2_metabat_metabinner	>0.9	71.3	Human_gut
concoct_semibin2_metabat_metabinner	>=0.5	6.7	Human_gut
concoct_semibin2_metabinner	<0.5	65.6	Human_gut
concoct_semibin2_metabinner	>0.6	4.63157894736842	Human_gut
concoct_semibin2_metabinner	>0.7	6	Human_gut
concoct_semibin2_metabinner	>0.8	9.55	Human_gut
concoct_semibin2_metabinner	>0.9	59	Human_gut
concoct_semibin2_metabinner	>=0.5	5.89473684210526	Human_gut
maxbin_metabinner	<0.5	33.95	Human_gut
maxbin_metabinner	>0.6	3.27777777777778	Human_gut
maxbin_metabinner	>0.7	3.52631578947368	Human_gut
maxbin_metabinner	>0.8	5.84210526315789	Human_gut
maxbin_metabinner	>0.9	37.55	Human_gut
maxbin_metabinner	>=0.5	3.94444444444444	Human_gut
metabat_binny	<0.5	21.15	Human_gut
metabat_binny	>0.6	2.14285714285714	Human_gut
metabat_binny	>0.7	2.88888888888889	Human_gut
metabat_binny	>0.8	4.7	Human_gut
metabat_binny	>0.9	41.6	Human_gut
metabat_binny	>=0.5	2.66666666666667	Human_gut
metabat_binny_comebin	<0.5	60.35	Human_gut
metabat_binny_comebin	>0.6	4.625	Human_gut
metabat_binny_comebin	>0.7	4.94444444444444	Human_gut
metabat_binny_comebin	>0.8	7.15	Human_gut
metabat_binny_comebin	>0.9	71.7	Human_gut
metabat_binny_comebin	>=0.5	5.75	Human_gut
metabat_binny_comebin_maxbin	<0.5	87.25	Human_gut
metabat_binny_comebin_maxbin	>0.6	5.84210526315789	Human_gut
metabat_binny_comebin_maxbin	>0.7	5.94736842105263	Human_gut
metabat_binny_comebin_maxbin	>0.8	9.4	Human_gut
metabat_binny_comebin_maxbin	>0.9	82.7	Human_gut
metabat_binny_comebin_maxbin	>=0.5	7.7	Human_gut
metabat_binny_comebin_maxbin_metabinner	<0.5	94.3	Human_gut
metabat_binny_comebin_maxbin_metabinner	>0.6	7	Human_gut
metabat_binny_comebin_maxbin_metabinner	>0.7	8.21052631578947	Human_gut
metabat_binny_comebin_maxbin_metabinner	>0.8	12.7	Human_gut
metabat_binny_comebin_maxbin_metabinner	>0.9	109.25	Human_gut
metabat_binny_comebin_maxbin_metabinner	>=0.5	9.3	Human_gut
metabat_binny_comebin_metabinner	<0.5	67.4	Human_gut
metabat_binny_comebin_metabinner	>0.6	5.64705882352941	Human_gut
metabat_binny_comebin_metabinner	>0.7	7.33333333333333	Human_gut
metabat_binny_comebin_metabinner	>0.8	10.45	Human_gut
metabat_binny_comebin_metabinner	>0.9	98.25	Human_gut
metabat_binny_comebin_metabinner	>=0.5	7.35	Human_gut
metabat_binny_maxbin	<0.5	48.05	Human_gut
metabat_binny_maxbin	>0.6	3.52631578947368	Human_gut
metabat_binny_maxbin	>0.7	4	Human_gut
metabat_binny_maxbin	>0.8	6.95	Human_gut
metabat_binny_maxbin	>0.9	52.6	Human_gut
metabat_binny_maxbin	>=0.5	4.57894736842105	Human_gut
metabat_binny_maxbin_metabinner	<0.5	55.1	Human_gut
metabat_binny_maxbin_metabinner	>0.6	4.68421052631579	Human_gut
metabat_binny_maxbin_metabinner	>0.7	6.26315789473684	Human_gut
metabat_binny_maxbin_metabinner	>0.8	10.25	Human_gut
metabat_binny_maxbin_metabinner	>0.9	79.15	Human_gut
metabat_binny_maxbin_metabinner	>=0.5	6.26315789473684	Human_gut
metabat_binny_metabinner	<0.5	28.2	Human_gut
metabat_binny_metabinner	>0.6	3.05882352941176	Human_gut
metabat_binny_metabinner	>0.7	5.27777777777778	Human_gut
metabat_binny_metabinner	>0.8	8	Human_gut
metabat_binny_metabinner	>0.9	68.15	Human_gut
metabat_binny_metabinner	>=0.5	4.21052631578947	Human_gut
metabat_comebin	<0.5	57.55	Human_gut
metabat_comebin	>0.6	3.625	Human_gut
metabat_comebin	>0.7	3.35294117647059	Human_gut
metabat_comebin	>0.8	4.42105263157895	Human_gut
metabat_comebin	>0.9	42.4	Human_gut
metabat_comebin	>=0.5	4.68421052631579	Human_gut
metabat_comebin_maxbin	<0.5	84.45	Human_gut
metabat_comebin_maxbin	>0.6	5	Human_gut
metabat_comebin_maxbin	>0.7	4.26315789473684	Human_gut
metabat_comebin_maxbin	>0.8	6.45	Human_gut
metabat_comebin_maxbin	>0.9	53.4	Human_gut
metabat_comebin_maxbin	>=0.5	6.4	Human_gut
metabat_comebin_maxbin_metabinner	<0.5	91.5	Human_gut
metabat_comebin_maxbin_metabinner	>0.6	6.15789473684211	Human_gut
metabat_comebin_maxbin_metabinner	>0.7	6.52631578947368	Human_gut
metabat_comebin_maxbin_metabinner	>0.8	9.75	Human_gut
metabat_comebin_maxbin_metabinner	>0.9	79.95	Human_gut
metabat_comebin_maxbin_metabinner	>=0.5	8	Human_gut
metabat_comebin_metabinner	<0.5	64.6	Human_gut
metabat_comebin_metabinner	>0.6	4.70588235294118	Human_gut
metabat_comebin_metabinner	>0.7	5.55555555555556	Human_gut
metabat_comebin_metabinner	>0.8	7.5	Human_gut
metabat_comebin_metabinner	>0.9	68.95	Human_gut
metabat_comebin_metabinner	>=0.5	6.36842105263158	Human_gut
metabat_maxbin	<0.5	45.25	Human_gut
metabat_maxbin	>0.6	2.83333333333333	Human_gut
metabat_maxbin	>0.7	2.44444444444444	Human_gut
metabat_maxbin	>0.8	4	Human_gut
metabat_maxbin	>0.9	23.3	Human_gut
metabat_maxbin	>=0.5	3.38888888888889	Human_gut
metabat_maxbin_metabinner	<0.5	52.3	Human_gut
metabat_maxbin_metabinner	>0.6	3.84210526315789	Human_gut
metabat_maxbin_metabinner	>0.7	4.57894736842105	Human_gut
metabat_maxbin_metabinner	>0.8	7.3	Human_gut
metabat_maxbin_metabinner	>0.9	49.85	Human_gut
metabat_maxbin_metabinner	>=0.5	5.16666666666667	Human_gut
metabat_metabinner	<0.5	25.4	Human_gut
metabat_metabinner	>0.6	2.25	Human_gut
metabat_metabinner	>0.7	3.5	Human_gut
metabat_metabinner	>0.8	5.05	Human_gut
metabat_metabinner	>0.9	38.85	Human_gut
metabat_metabinner	>=0.5	3.17647058823529	Human_gut
semibin2_binny	<0.5	39.5	Human_gut
semibin2_binny	>0.6	3.63157894736842	Human_gut
semibin2_binny	>0.7	4.63157894736842	Human_gut
semibin2_binny	>0.8	7.65	Human_gut
semibin2_binny	>0.9	51.95	Human_gut
semibin2_binny	>=0.5	4.42105263157895	Human_gut
semibin2_binny_comebin	<0.5	78.7	Human_gut
semibin2_binny_comebin	>0.6	5.94736842105263	Human_gut
semibin2_binny_comebin	>0.7	6.57894736842105	Human_gut
semibin2_binny_comebin	>0.8	10.1	Human_gut
semibin2_binny_comebin	>0.9	82.05	Human_gut
semibin2_binny_comebin	>=0.5	7.55	Human_gut
semibin2_binny_comebin_maxbin	<0.5	105.6	Human_gut
semibin2_binny_comebin_maxbin	>0.6	7.89473684210526	Human_gut
semibin2_binny_comebin_maxbin	>0.7	7.84210526315789	Human_gut
semibin2_binny_comebin_maxbin	>0.8	12.35	Human_gut
semibin2_binny_comebin_maxbin	>0.9	93.05	Human_gut
semibin2_binny_comebin_maxbin	>=0.5	9.5	Human_gut
semibin2_binny_comebin_maxbin_metabinner	<0.5	112.65	Human_gut
semibin2_binny_comebin_maxbin_metabinner	>0.6	9.05263157894737	Human_gut
semibin2_binny_comebin_maxbin_metabinner	>0.7	10.1052631578947	Human_gut
semibin2_binny_comebin_maxbin_metabinner	>0.8	15.65	Human_gut
semibin2_binny_comebin_maxbin_metabinner	>0.9	119.6	Human_gut
semibin2_binny_comebin_maxbin_metabinner	>=0.5	11.1	Human_gut
semibin2_binny_comebin_metabinner	<0.5	85.75	Human_gut
semibin2_binny_comebin_metabinner	>0.6	7.10526315789474	Human_gut
semibin2_binny_comebin_metabinner	>0.7	8.8421052631579	Human_gut
semibin2_binny_comebin_metabinner	>0.8	13.4	Human_gut
semibin2_binny_comebin_metabinner	>0.9	108.6	Human_gut
semibin2_binny_comebin_metabinner	>=0.5	9.15	Human_gut
semibin2_binny_maxbin	<0.5	66.4	Human_gut
semibin2_binny_maxbin	>0.6	5.57894736842105	Human_gut
semibin2_binny_maxbin	>0.7	5.89473684210526	Human_gut
semibin2_binny_maxbin	>0.8	9.9	Human_gut
semibin2_binny_maxbin	>0.9	62.95	Human_gut
semibin2_binny_maxbin	>=0.5	6.15	Human_gut
semibin2_binny_maxbin_metabinner	<0.5	73.45	Human_gut
semibin2_binny_maxbin_metabinner	>0.6	6.73684210526316	Human_gut
semibin2_binny_maxbin_metabinner	>0.7	8.1578947368421	Human_gut
semibin2_binny_maxbin_metabinner	>0.8	13.2	Human_gut
semibin2_binny_maxbin_metabinner	>0.9	89.5	Human_gut
semibin2_binny_maxbin_metabinner	>=0.5	7.75	Human_gut
semibin2_binny_metabinner	<0.5	46.55	Human_gut
semibin2_binny_metabinner	>0.6	4.78947368421053	Human_gut
semibin2_binny_metabinner	>0.7	6.89473684210526	Human_gut
semibin2_binny_metabinner	>0.8	10.95	Human_gut
semibin2_binny_metabinner	>0.9	78.5	Human_gut
semibin2_binny_metabinner	>=0.5	6.10526315789474	Human_gut
semibin2_comebin	<0.5	75.9	Human_gut
semibin2_comebin	>0.6	5.10526315789474	Human_gut
semibin2_comebin	>0.7	4.89473684210526	Human_gut
semibin2_comebin	>0.8	7.15	Human_gut
semibin2_comebin	>0.9	52.75	Human_gut
semibin2_comebin	>=0.5	6.25	Human_gut
semibin2_comebin_maxbin	<0.5	102.8	Human_gut
semibin2_comebin_maxbin	>0.6	7.05263157894737	Human_gut
semibin2_comebin_maxbin	>0.7	6.15789473684211	Human_gut
semibin2_comebin_maxbin	>0.8	9.4	Human_gut
semibin2_comebin_maxbin	>0.9	63.75	Human_gut
semibin2_comebin_maxbin	>=0.5	8.2	Human_gut
semibin2_comebin_maxbin_metabinner	<0.5	109.85	Human_gut
semibin2_comebin_maxbin_metabinner	>0.6	8.21052631578947	Human_gut
semibin2_comebin_maxbin_metabinner	>0.7	8.42105263157895	Human_gut
semibin2_comebin_maxbin_metabinner	>0.8	12.7	Human_gut
semibin2_comebin_maxbin_metabinner	>0.9	90.3	Human_gut
semibin2_comebin_maxbin_metabinner	>=0.5	9.8	Human_gut
semibin2_comebin_metabinner	<0.5	82.95	Human_gut
semibin2_comebin_metabinner	>0.6	6.26315789473684	Human_gut
semibin2_comebin_metabinner	>0.7	7.15789473684211	Human_gut
semibin2_comebin_metabinner	>0.8	10.45	Human_gut
semibin2_comebin_metabinner	>0.9	79.3	Human_gut
semibin2_comebin_metabinner	>=0.5	7.85	Human_gut
semibin2_maxbin	<0.5	63.6	Human_gut
semibin2_maxbin	>0.6	5	Human_gut
semibin2_maxbin	>0.7	4.44444444444444	Human_gut
semibin2_maxbin	>0.8	6.95	Human_gut
semibin2_maxbin	>0.9	33.65	Human_gut
semibin2_maxbin	>=0.5	4.85	Human_gut
semibin2_maxbin_metabinner	<0.5	70.65	Human_gut
semibin2_maxbin_metabinner	>0.6	5.89473684210526	Human_gut
semibin2_maxbin_metabinner	>0.7	6.47368421052632	Human_gut
semibin2_maxbin_metabinner	>0.8	10.25	Human_gut
semibin2_maxbin_metabinner	>0.9	60.2	Human_gut
semibin2_maxbin_metabinner	>=0.5	6.45	Human_gut
semibin2_metabat	<0.5	55.05	Human_gut
semibin2_metabat	>0.6	3.72222222222222	Human_gut
semibin2_metabat	>0.7	4.22222222222222	Human_gut
semibin2_metabat	>0.8	6.45	Human_gut
semibin2_metabat	>0.9	34.95	Human_gut
semibin2_metabat	>=0.5	4	Human_gut
semibin2_metabat_binny	<0.5	57.85	Human_gut
semibin2_metabat_binny	>0.6	4.36842105263158	Human_gut
semibin2_metabat_binny	>0.7	5.68421052631579	Human_gut
semibin2_metabat_binny	>0.8	9.4	Human_gut
semibin2_metabat_binny	>0.9	64.25	Human_gut
semibin2_metabat_binny	>=0.5	5.3	Human_gut
semibin2_metabat_binny_comebin	<0.5	97.05	Human_gut
semibin2_metabat_binny_comebin	>0.6	6.68421052631579	Human_gut
semibin2_metabat_binny_comebin	>0.7	7.63157894736842	Human_gut
semibin2_metabat_binny_comebin	>0.8	11.85	Human_gut
semibin2_metabat_binny_comebin	>0.9	94.35	Human_gut
semibin2_metabat_binny_comebin	>=0.5	8.65	Human_gut
semibin2_metabat_binny_comebin_maxbin	<0.5	123.95	Human_gut
semibin2_metabat_binny_comebin_maxbin	>0.6	8.63157894736842	Human_gut
semibin2_metabat_binny_comebin_maxbin	>0.7	8.89473684210526	Human_gut
semibin2_metabat_binny_comebin_maxbin	>0.8	14.1	Human_gut
semibin2_metabat_binny_comebin_maxbin	>0.9	105.35	Human_gut
semibin2_metabat_binny_comebin_maxbin	>=0.5	10.6	Human_gut
semibin2_metabat_binny_comebin_maxbin_metabinner	<0.5	131	Human_gut
semibin2_metabat_binny_comebin_maxbin_metabinner	>0.6	9.78947368421053	Human_gut
semibin2_metabat_binny_comebin_maxbin_metabinner	>0.7	11.1578947368421	Human_gut
semibin2_metabat_binny_comebin_maxbin_metabinner	>0.8	17.4	Human_gut
semibin2_metabat_binny_comebin_maxbin_metabinner	>0.9	131.9	Human_gut
semibin2_metabat_binny_comebin_maxbin_metabinner	>=0.5	12.2	Human_gut
semibin2_metabat_binny_comebin_metabinner	<0.5	104.1	Human_gut
semibin2_metabat_binny_comebin_metabinner	>0.6	7.84210526315789	Human_gut
semibin2_metabat_binny_comebin_metabinner	>0.7	9.89473684210526	Human_gut
semibin2_metabat_binny_comebin_metabinner	>0.8	15.15	Human_gut
semibin2_metabat_binny_comebin_metabinner	>0.9	120.9	Human_gut
semibin2_metabat_binny_comebin_metabinner	>=0.5	10.25	Human_gut
semibin2_metabat_binny_maxbin	<0.5	84.75	Human_gut
semibin2_metabat_binny_maxbin	>0.6	6.31578947368421	Human_gut
semibin2_metabat_binny_maxbin	>0.7	6.94736842105263	Human_gut
semibin2_metabat_binny_maxbin	>0.8	11.65	Human_gut
semibin2_metabat_binny_maxbin	>0.9	75.25	Human_gut
semibin2_metabat_binny_maxbin	>=0.5	7.25	Human_gut
semibin2_metabat_binny_maxbin_metabinner	<0.5	91.8	Human_gut
semibin2_metabat_binny_maxbin_metabinner	>0.6	7.47368421052632	Human_gut
semibin2_metabat_binny_maxbin_metabinner	>0.7	9.21052631578947	Human_gut
semibin2_metabat_binny_maxbin_metabinner	>0.8	14.95	Human_gut
semibin2_metabat_binny_maxbin_metabinner	>0.9	101.8	Human_gut
semibin2_metabat_binny_maxbin_metabinner	>=0.5	8.85	Human_gut
semibin2_metabat_binny_metabinner	<0.5	64.9	Human_gut
semibin2_metabat_binny_metabinner	>0.6	5.52631578947368	Human_gut
semibin2_metabat_binny_metabinner	>0.7	7.94736842105263	Human_gut
semibin2_metabat_binny_metabinner	>0.8	12.7	Human_gut
semibin2_metabat_binny_metabinner	>0.9	90.8	Human_gut
semibin2_metabat_binny_metabinner	>=0.5	6.9	Human_gut
semibin2_metabat_comebin	<0.5	94.25	Human_gut
semibin2_metabat_comebin	>0.6	5.84210526315789	Human_gut
semibin2_metabat_comebin	>0.7	5.94736842105263	Human_gut
semibin2_metabat_comebin	>0.8	8.9	Human_gut
semibin2_metabat_comebin	>0.9	65.05	Human_gut
semibin2_metabat_comebin	>=0.5	7.35	Human_gut
semibin2_metabat_comebin_maxbin	<0.5	121.15	Human_gut
semibin2_metabat_comebin_maxbin	>0.6	7.78947368421053	Human_gut
semibin2_metabat_comebin_maxbin	>0.7	7.21052631578947	Human_gut
semibin2_metabat_comebin_maxbin	>0.8	11.15	Human_gut
semibin2_metabat_comebin_maxbin	>0.9	76.05	Human_gut
semibin2_metabat_comebin_maxbin	>=0.5	9.3	Human_gut
semibin2_metabat_comebin_maxbin_metabinner	<0.5	128.2	Human_gut
semibin2_metabat_comebin_maxbin_metabinner	>0.6	8.94736842105263	Human_gut
semibin2_metabat_comebin_maxbin_metabinner	>0.7	9.47368421052632	Human_gut
semibin2_metabat_comebin_maxbin_metabinner	>0.8	14.45	Human_gut
semibin2_metabat_comebin_maxbin_metabinner	>0.9	102.6	Human_gut
semibin2_metabat_comebin_maxbin_metabinner	>=0.5	10.9	Human_gut
semibin2_metabat_comebin_metabinner	<0.5	101.3	Human_gut
semibin2_metabat_comebin_metabinner	>0.6	7	Human_gut
semibin2_metabat_comebin_metabinner	>0.7	8.21052631578947	Human_gut
semibin2_metabat_comebin_metabinner	>0.8	12.2	Human_gut
semibin2_metabat_comebin_metabinner	>0.9	91.6	Human_gut
semibin2_metabat_comebin_metabinner	>=0.5	8.95	Human_gut
semibin2_metabat_maxbin	<0.5	81.95	Human_gut
semibin2_metabat_maxbin	>0.6	5.77777777777778	Human_gut
semibin2_metabat_maxbin	>0.7	5.55555555555556	Human_gut
semibin2_metabat_maxbin	>0.8	8.7	Human_gut
semibin2_metabat_maxbin	>0.9	45.95	Human_gut
semibin2_metabat_maxbin	>=0.5	5.95	Human_gut
semibin2_metabat_maxbin_metabinner	<0.5	89	Human_gut
semibin2_metabat_maxbin_metabinner	>0.6	6.63157894736842	Human_gut
semibin2_metabat_maxbin_metabinner	>0.7	7.52631578947368	Human_gut
semibin2_metabat_maxbin_metabinner	>0.8	12	Human_gut
semibin2_metabat_maxbin_metabinner	>0.9	72.5	Human_gut
semibin2_metabat_maxbin_metabinner	>=0.5	7.55	Human_gut
semibin2_metabat_metabinner	<0.5	62.1	Human_gut
semibin2_metabat_metabinner	>0.6	4.68421052631579	Human_gut
semibin2_metabat_metabinner	>0.7	6.26315789473684	Human_gut
semibin2_metabat_metabinner	>0.8	9.75	Human_gut
semibin2_metabat_metabinner	>0.9	61.5	Human_gut
semibin2_metabat_metabinner	>=0.5	5.6	Human_gut
semibin2_metabinner	<0.5	43.75	Human_gut
semibin2_metabinner	>0.6	3.94736842105263	Human_gut
semibin2_metabinner	>0.7	5.21052631578947	Human_gut
semibin2_metabinner	>0.8	8	Human_gut
semibin2_metabinner	>0.9	49.2	Human_gut
semibin2_metabinner	>=0.5	4.73684210526316	Human_gut
comebin_binny	<0.5	80.8	marine
comebin_binny	>0.6	7	marine
comebin_binny	>0.7	7.8	marine
comebin_binny	>0.8	7.3	marine
comebin_binny	>0.9	72.5	marine
comebin_binny	>=0.5	9	marine
comebin_concoct	<0.5	123.8	marine
comebin_concoct	>0.6	8.9	marine
comebin_concoct	>0.7	6.88888888888889	marine
comebin_concoct	>0.8	6.6	marine
comebin_concoct	>0.9	66.5	marine
comebin_concoct	>=0.5	10.6	marine
comebin_concoct_binny	<0.5	132.7	marine
comebin_concoct_binny	>0.6	11.4	marine
comebin_concoct_binny	>0.7	10.5	marine
comebin_concoct_binny	>0.8	9.8	marine
comebin_concoct_binny	>0.9	102.1	marine
comebin_concoct_binny	>=0.5	13.4	marine
comebin_concoct_metabat	<0.5	161.3	marine
comebin_concoct_metabat	>0.6	12.1	marine
comebin_concoct_metabat	>0.7	8.8	marine
comebin_concoct_metabat	>0.8	8.9	marine
comebin_concoct_metabat	>0.9	94.4	marine
comebin_concoct_metabat	>=0.5	13.8	marine
comebin_concoct_metabat_binny	<0.5	170.2	marine
comebin_concoct_metabat_binny	>0.6	14.6	marine
comebin_concoct_metabat_binny	>0.7	13.1	marine
comebin_concoct_metabat_binny	>0.8	12.1	marine
comebin_concoct_metabat_binny	>0.9	130	marine
comebin_concoct_metabat_binny	>=0.5	16.6	marine
comebin_metabat	<0.5	109.4	marine
comebin_metabat	>0.6	7.7	marine
comebin_metabat	>0.7	6.1	marine
comebin_metabat	>0.8	6.4	marine
comebin_metabat	>0.9	64.8	marine
comebin_metabat	>=0.5	9.4	marine
comebin_metabat_binny	<0.5	118.3	marine
comebin_metabat_binny	>0.6	10.2	marine
comebin_metabat_binny	>0.7	10.4	marine
comebin_metabat_binny	>0.8	9.6	marine
comebin_metabat_binny	>0.9	100.4	marine
comebin_metabat_binny	>=0.5	12.2	marine
comebin_semibin2	<0.5	139.8	marine
comebin_semibin2	>0.6	10	marine
comebin_semibin2	>0.7	6.1	marine
comebin_semibin2	>0.8	8.6	marine
comebin_semibin2	>0.9	72.2	marine
comebin_semibin2	>=0.5	11.7	marine
comebin_semibin2_binny	<0.5	148.7	marine
comebin_semibin2_binny	>0.6	12.5	marine
comebin_semibin2_binny	>0.7	10.4	marine
comebin_semibin2_binny	>0.8	11.8	marine
comebin_semibin2_binny	>0.9	107.8	marine
comebin_semibin2_binny	>=0.5	14.5	marine
comebin_semibin2_concoct	<0.5	191.7	marine
comebin_semibin2_concoct	>0.6	14.4	marine
comebin_semibin2_concoct	>0.7	8.8	marine
comebin_semibin2_concoct	>0.8	11.1	marine
comebin_semibin2_concoct	>0.9	101.8	marine
comebin_semibin2_concoct	>=0.5	16.1	marine
comebin_semibin2_concoct_binny	<0.5	200.6	marine
comebin_semibin2_concoct_binny	>0.6	16.9	marine
